id;name;completion_date;creation_date;important_to;user_id;glossary_of_purposes_id;is_checked;organisation_structure_id
226;Z powodu trudnych warunków na terenie kontrolowanej nieruchomości może dojść do wypadku skutkującego utratą zdrowia przez pracowników wykonujących czynności w terenie, powodującą czasową niezdolność do pracy;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
227;Nieudostępnienie terenu przez prywatnych właścicheli gruntów skutkuje brakiem możliwości przeprowadzenia kontroli;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
228;Utrata zdrowia przez pracowników wykonujących czynności służbowe w terenie (z powodu agresywnego zachowania mieszkańców, warunków terenowych, wypadków losowych, zakażeń wywołanych stycznością z nieczystościami ciekłymi itp.), powodująca czasową niezdolność do pracy;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
229;Zaginięcie przesyłek i/lub zwrotek lub wadliwe doręczenie może skutkować przekroczeniem terminu do wydania decyzji oraz uchyleniem i/lub stwierdzeniem nieważności decyzji;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
230;Niezapewnienie przez pracodawcę warunków pracy zgodnych ze standardami (np. temperatura pomieszczeń) spowoduje spadek koncentracji, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
231;Zagrożenie zdrowia i życia pracownika z powodu wykonywania czynności służbowych poza miejscem pracy na terenach zieleni związane z zachorowaniem np. na boreliozę, odkleszczowe zapalenie mózgu;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
232;Uchylanie się podmiotu, któremu cofnięto zezwolenie i problemy ze skutecznym doręczeniem decyzji cofającej wydłuża postępowanie;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
233;Korekta wniosku dokonywana przez wnioskodawcę w trakcie postępowania powoduje zwiększenie nakładu pracy i wydłużenie postępowania;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
234;Rozbieżna interpretacja przepisów prawa wewnątrz jednostki powoduje różne rostrzygnięcia w tej samej/podobnej sprawie co może skutkować zwiększeniem nakładu pracy ;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
235;Nieterminowa realizacja zadania w związku z wystąpieniem anomalii pogodowych (huragany, opady nawalne) powodujących drastyczne zwiększenie ilości prac lub okresową niemożność ich wykonania i opóźnienie w ich realizacji;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
236;Z powodu braku środka transportu, wydłużony czas dotarcia na miejsce czynności służbowych, co może skutkować opóźnieniem w terminie ralizacji zadań, szczególnie w nagłych interwencjach;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
237;Zatrudnienie  niedoświadczonych pracowników spowoduje wzrost liczby błędów i zwiększenie zapotrzebowania na szkolenia;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
238;Z powodu wpływu spraw priorytetowych i krótkoterminowych występuje zaburzenie w organizacji pracy, co może skutkować wzrostem liczby błędów i opóźnieniem w realizacji;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
239;Błąd pracownika przy udostępnianiu wykazu zezwoleń podmiotów prowadzących działalność w zakresie opróżniania zbiorników bezodpływowych może skutkować naruszeniem przepisów ustawy o ochronie danych osobowych;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
240;Błędna analiza danych w postępowaniu administarcyjnym może skutkować wydaniem wadliwej decyzji, nakładającej na przedsiębiorcę karę pieniężną (np. nałożenie zbyt wysokiej kary pienieżnej poprzez błędne wyliczenie dni opóźnienia w przekazaniu przez pzedsiębiorcę sprawozdania kwartalnego z odbioru nieczystości ciekłych);2017-12-04;2018-12-04;2017-12-04;14;34;true;null
241;Wydanie wadliwej decyzji nakładającej karę pieniężną może skutkować roszczeniami finansowymi pokrzywdzonego w stosunku do Urzędu;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
242;Niezłożenie sprawozdania podmiotu prowadzącego działalność w zakresie opróżniania zbiorników bezodpływowych, złożenie go po termienie lub nierzetelne sporządzenie skutkuje wszczęciem postępowania administracyjnego co prowadzi do zwiększenia nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
243;Niewłaściwe odstąpienie od wymierzenia kary pieniężej może skutkować zmniejszeniem wpływu środków finansowych do budżetu miasta;2017-12-04;2018-12-04;2017-12-04;14;34;true;null
244;Nierzetelne wykonanie prac może spowodować trudności w ich rozliczeniu;2017-12-04;2018-12-04;2017-12-04;14;35;true;null
245;Nierzetelność wykonawców inwestycji może skutkować koniecznością prowadzenia postępowań w zakresie naliczania kar umownych;2017-12-04;2018-12-04;2017-12-04;14;35;true;null
246;Nierzetelność wykonawców inwestycji może skutkować wypowiedzeniem umowy i koniecznością wyboru kolejnego, co wydłuży realizację zadania;2017-12-04;2018-12-04;2017-12-04;14;35;true;null
247;Błędna ocena wielkości stwierdzonych przemieszczeń / błędna ocena potencjalnych zagrożeń ruchami masowymi ziemi może spowodować katastrofę budowlaną, co może skutkować zagrożeniem życia i zdrowia mieszkańców;2017-12-04;2018-12-04;2017-12-04;14;35;true;null
248;Niesprzyjające warunki meteorologiczne może spowodować przesunięcie terminu lub niewykonanie pomiarów w danym roku;2017-12-04;2018-12-04;2017-12-04;14;35;true;null
249;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek i nieterminową realizacją zadań;2017-12-04;2018-12-04;2017-12-04;14;35;true;null
250;Brak ofert lub znikoma liczba podmiotów gotowych podjąć się realizacji zadania może skutkować brakiem rozstrzygnięcia przetargu;2017-12-04;2018-12-04;2017-12-04;14;35;true;null
251;Brak ofert spełniających wymogi i standardy zamówienia może skutkować koniecznością ponownego ogłoszenia przetargu;2017-12-04;2018-12-04;2017-12-04;14;35;true;null
252;Wyłonienie w przetargu nierzetelnego wykonawcy może skutkować niewłaściwą realizacją zadania;2017-12-04;2018-12-04;2017-12-04;14;35;true;null
253;Nierzetelność wykonawców może skutkować wypowiedzeniem umowy i koniecznością wyboru kolejnego, co wydłuży realizację zadania;2017-12-04;2018-12-04;2017-12-04;14;35;true;null
254;Z powodu zmiany przepisów może wystąpić konieczność sporządzenia dodatkowych ekspertyz i analiz, co spowoduje wydłużenie procedury;2017-12-04;2018-12-04;2017-12-04;14;35;true;null
255;Odstąpienie zamawiającego od realizacji umowy z winy leżącej po stronie wykonawcy może skutkować koniecznością udzielenia następnego zamówienia i brakiem możliwości realizacji zadania w wymaganym terminie;2017-12-04;2018-12-04;2017-12-04;14;35;true;null
256;Odstąpienie zamawiającego od realizacji umowy z winy leżącej po stronie wykonawcy może skutkować koniecznością udzielenia następnego zamówienia i brakiem możliwości realizacji zadania w wymaganym terminie;2017-12-04;2018-12-04;2017-12-04;14;35;true;null
257;Brak płynnego uzupełnienia luk kadrowych wśród wykwalifikowanych pracowników w przypadku długotrwałej nieobecności pracownika skutkujący  opóźnieniem w realizacji zadania;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
258;Brak profesjonalnych szkoleń przedmiotowych wskazujących prawidłową interpretację przepisów prawa skutkuje błędami w procedurze i wydanych decyzjach;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
259;Zamierzone niedopełnienie obowiązków lub przekroczenie uprawnień spowodowane propozycją korupcyjną;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
260;Wzrost liczby spraw powyżej X* przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczenie terminów;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
261;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek i nieterminową realizacją zadań;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
262;Częsta zmiana przepisów prawa, ich różna interpretacja lub okresowe zmiany w linii orzecznictwa może spowodować wydanie decyzji obciążonej wadą prawną;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
263;Z powodu trudności w wewnętrznym przepływie informacji oraz błędów w dokumentacji, może nastąpić wydłużenie czasu trwania postępowania, co skutkuje utratą wizerunku Urzędu ;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
264;Awaria systemu może spowodować nieterminowe wydanie decyzji;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
265;Z powodu awarii systemu nastąpi utrata danych, co może skutkować dodatkowym obciążeniem pracowników oraz opóźnieniami;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
266;Z powodu awarii sprzętu biurowego może wystąpić opóźnienie w przygotowywaniu dokumentów i rozpatrywaniu spraw;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
267;Braki formalne we wniosku oraz błędy w dokumentacji wydłużą postępowanie co może skutkować przekroczeniem terminu;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
268;Konieczność telefonicznej i osobistej obsługi interesantów w trakcie rozpatrywania spraw merytorycznych mogą wpłynąć na brak prawidłowości i brak terminowości rozpatrywanych spraw oraz efektywność pracy;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
269; długotrwała nieobecność pracownika może skutkować błędami i/lub przekroczeniem terminu;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
270;Nieaktualne bazy danych mogą skutkować przekroczeniem terminu do wydania decyzji lub wydaniem decyzji obarczonej wadą prawną co może spowodować jej uchylenie i/lub stwierdzeniem nieważności;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
271;Z powodu nieprecyzyjnych zapisów aktów prawa miejscowego, nastąpi błędna ich interpretacja, co może spowodować wydanie błędnej decyzji;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
272;Z powodu wydania aktu administracyjnego niezgodnie z prawem (np. błędy w podstawie prawnej, podpis bez upoważnienia), nastąpi wyeliminowanie z obiegu prawnego, co będzie skutkowało zwiększeniem nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
273;Błąd pracownika spowoduje niewłaściwe prowadzenie postępowania, co może skutkować wydaniem błędnej decyzji i w konsekwencji zwiększeniem nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
274;Z powodu uznania odwołania przez organ odwoławczy, przekazanie do ponownego rozpatrzenia, co skutkuje zwiększeniem nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
275;Nieudostępnienie terenu przez prywatnych właściceli gruntów skutkuje brakiem możliwości przeprowadzenia wizji terenowej;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
276;Utrata zdrowia przez pracowników wykonujących czynności służbowe w terenie (z powodu agresywnego zachowania mieszkańców, warunków terenowych, wypadków losowych itp.), powodująca czasową niezdolność do pracy;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
277;Zaginięcie przesyłek i/lub zwrotek lub wadliwe doręczenie może skutkować przekroczeniem terminu do wydania decyzji oraz uchyleniem i/lub stwierdzeniem nieważności decyzji;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
278;Niezapewnienie przez pracodawcę warunków pracy zgodnych ze standardami (np. temperatura pomieszczeń) spowoduje spadek koncentracji, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
279;Zagrożenie zdrowia i życia pracownika z powodu wykonywania czynności służbowych poza miejscem pracy na terenach zieleni związane z zachorowaniem np. na boreliozę, odkleszczowe zapalenie mózgu;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
280;Z powodu braku środka transportu, wydłużony czas dotarcia na miejsce czynności służbowych, co może skutkować opóźnieniem w terminie ralizacji zadań, szczególnie w nagłych interwencjach;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
281;Niewystarczająca ilość etatów, nieobecność pracownika itp., może spowodować załatwienie sprawy z przekroczeniem terminu;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
282;Utrudnienia w przepływie informacji mogą spowodować wydanie decyzji z naruszeniem prawa, która może być uchylona;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
283;Utrudnienia w przepływie informacji, mogą spowodować wydłużenie czasu prowadzenia postępowania i niedotrzymanie terminów ustawowych.;2017-12-04;2018-12-04;2017-12-04;14;36;true;null
284;Wzrost liczby spraw powyżej X* przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczenie terminów;2017-12-04;2018-12-04;2017-12-04;14;37;true;null
285;Z powodu braku środka transportu, wydłużony czas dotarcia na miejsce czynności służbowych, co może skutkować opóźnieniem w terminie ralizacji zadań, szczególnie w nagłych interwencjach;2017-12-04;2018-12-04;2017-12-04;14;37;true;null
286;Zagrożenie zdrowia i życia pracownika z powodu wykonywania czynności służbowych poza miejscem pracy na terenach zieleni związane z zachorowaniem np. na boreliozę, odkleszczowe zapalenie mózgu;2017-12-04;2018-12-04;2017-12-04;14;37;true;null
287;Utrata zdrowia przez pracowników wykonujących czynności służbowe w terenie (z powodu agresywnego zachowania mieszkańców, warunków terenowych, wypadków losowych itp.), powodująca czasową niezdolność do pracy;2017-12-04;2018-12-04;2017-12-04;14;37;true;null
288;Z powodu trudnych warunków na terenie kontrolowanej nieruchomości (np. plac budowy) może dojść do wypadku skutkującego utratą zdrowia przez pracowników wykonujących czynności w terenie, powodującą czasową niezdolność do pracy;2017-12-04;2018-12-04;2017-12-04;14;37;true;null
289;Brak płynnego uzupełnienia luk kadrowych wśród wykwalifikowanych pracowników w przypadku długotrwałej nieobecności pracownika skutkujący  opóźnieniem w realizacji zadania;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
290;Brak profesjonalnych szkoleń przedmiotowych wskazujących prawidłową interpretację przepisów prawa skutkuje błędami w procedurze i wydanych decyzjach;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
291;Zamierzone niedopełnienie obowiązków lub przekroczenie uprawnień spowodowane propozycją korupcyjną;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
292;Wzrost liczby spraw powyżej X* przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczenie terminów;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
293;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek i nieterminową realizacją zadań;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
294;Częsta zmiana przepisów prawa, ich różna interpretacja lub okresowe zmiany w linii orzecznictwa może spowodować wydanie decyzji obciążonej wadą prawną;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
295;Z powodu trudności w wewnętrznym przepływie informacji oraz błędów w dokumentacji, może nastąpić wydłużenie czasu trwania postępowania, co skutkuje utratą wizerunku Urzędu ;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
296;Awaria systemu może spowodować nieterminowe wydanie decyzji;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
297;Z powodu awarii systemu nastąpi utrata danych, co może skutkować dodatkowym obciążeniem pracowników oraz opóźnieniami;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
298;Z powodu awarii sprzętu biurowego może wystąpić opóźnienie w przygotowywaniu dokumentów i rozpatrywaniu spraw;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
299;Braki formalne we wniosku wydłużą postępowanie;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
300;Konieczność telefonicznej i osobistej obsługi interesantów w trakcie rozpatrywania spraw merytorycznych mogą wpłynąć na brak prawidłowości i brak terminowości rozpatrywanych spraw oraz efektywność pracy;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
301;Długotrwała nieobecność pracownika może skutkować błędami i/lub przekroczeniem terminu;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
302;Nieaktualne bazy danych mogą skutkować przekroczeniem terminu do wydania decyzji oraz uchyleniem i/lub stwierdzeniem nieważności decyzji;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
303;Z powodu nieprecyzyjnych zapisów aktów prawa miejscowego, nastąpi błędna ich interpretacja, co może spowodować wydanie błędnej decyzji;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
304;Z powodu wydania aktu administracyjnego niezgodnie z prawem (np. błędy w podstawie prawnej, podpis bez upoważnienia), nastąpi wyeliminowanie z obiegu prawnego, co będzie skutkowało zwiększeniem nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
305;Błąd pracownika spowoduje niewłaściwe prowadzenie postępowania, co może skutkować zwiększeniem nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
306;Wydanie decyzji lub postanowień zawierających błędy pisarskie, rachunkowe lub inne oczywiste pomyłki, wymaga wydania postanowienia prostującego oczywistą omyłkę, co skutkuje zwiększeniem nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
307;Z powodu uznania odwołania przez organ odwoławczy, przekazanie do ponownego rozpatrzenia, co skutkuje zwiększeniem nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
308;Nieudostępnienie terenu przez prywatnych właściceli gruntów skutkuje brakiem możliwości przeprowadzenia kontroli;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
309;Utrata zdrowia przez pracowników wykonujących czynności służbowe w terenie (z powodu agresywnego zachowania mieszkańców, warunków terenowych, wypadków losowych itp.), powodująca czasową niezdolność do pracy;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
310;Zaginięcie przesyłek i/lub zwrotek lub wadliwe doręczenie może skutkować przekroczeniem terminu do wydania decyzji oraz uchyleniem i/lub stwierdzeniem nieważności decyzji;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
311;Niezapewnienie przez pracodawcę warunków pracy zgodnych ze standardami (np. temperatura pomieszczeń) spowoduje spadek koncentracji, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
312;Zagrożenie zdrowia i życia pracownika z powodu wykonywania czynności służbowych poza miejscem pracy na terenach zieleni związane z zachorowaniem np. na boreliozę, odkleszczowe zapalenie mózgu;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
313;Z powodu braku środka transportu, wydłużony czas dotarcia na miejsce czynności służbowych, co może skutkować opóźnieniem w terminie ralizacji zadań, szczególnie w nagłych interwencjach;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
314;Niewystarczająca ilość etatów, nieobecność pracownika itp., może spowodować załatwienie sprawy z przekroczeniem terminu;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
315;Utrudnienia w przepływie informacji mogą spowodować wydanie decyzji z naruszeniem prawa, która może być uchylona;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
316;Utrudnienia w przepływie informacji, mogą spowodować wydłużenie czasu prowadzenia postępowania i niedotrzymanie terminów ustawowych.;2017-12-04;2018-12-04;2017-12-04;14;38;true;null
317;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek i nieterminową realizacją zadań;2017-12-04;2018-12-04;2017-12-04;14;39;true;null
318;Z powodu awarii sieci internetowej może wystąpić utrata danych i/lub opóźnienie sporządzenia dokumentów zgodnie z ustawowymi terminami ;2017-12-04;2018-12-04;2017-12-04;14;39;true;null
319;Z powodu awarii sprzętu biurowego może wystąpić opóźnienie w przygotowywaniu dokumentów i rozpatrywaniu spraw;2017-12-04;2018-12-04;2017-12-04;14;39;true;null
320;Wzrost liczby spraw powyżej X* przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczenie terminów ;2017-12-04;2018-12-04;2017-12-04;14;39;true;null
321;Świadome zniszczenie pomnika, spowoduje konieczność wszczęcia postępowania wyjaśniającego, co skutkuje wzrostem nakładu pracy i utratą zasobu dziedzictwa;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
322;Nieterminowa realizacja zadania w związku z wystąpieniem anomalii pogodowych (huragany, opady nawalne) powodujących drastyczne zwiększenie ilości prac lub okresową niemożność ich wykonania i opóźnienie w ich realizacji;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
323;Niedoszacowanie kosztów może spowodować brak wyłonienia wykonawcy robót i nieterminową realizację zadania;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
324;Nierzetelne wykonanie prac spowoduje trudności w ich rozliczeniu;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
325;Nierzetelność wykonawców, co skutkuje koniecznością prowadzenia postępowań w zakresie naliczania kar umownych;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
326;Nierzetelność wykonawców może skutkować wypowiedzeniem umowy i koniecznością wyboru kolejnego, co wydłuży realizację;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
327;Nierzetelny nadzór nad wykonawcą spowoduje odbiór niewłaściwie wykonanych prac, co może skutkować koniecznością ich powtórzenia;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
328;Częsta zmiana przepisów prawa, ich różna interpretacja lub okresowe zmiany w linii orzecznictwa sądów administracyjnych mogą spowodować zwiększenie nakładu pracy;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
329;Brak podstaw prawnych z zakresu nadzoru i konserwacji, spowoduje utratę zasobu dziedzictwa;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
330;Wzrost liczby spraw powyżej X* przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczenie terminów;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
331;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek i nieterminową realizacją zadań;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
332;Długotrwała nieobecność pracownika może skutkować błędami i/lub przekroczeniem terminu;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
333;Brak płynnego uzupełnienia luk kadrowych wśród wykwalifikowanych pracowników w przypadku długotrwałej nieobecności pracownika skutkujący  opóźnieniem w realizacji zadania;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
334;Niezapewnienie przez pracodawcę warunków pracy zgodnych ze standardami (np. temperatura pomieszczeń) spowoduje spadek koncentracji, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
335;Protesty społeczne, powodują trudności z ustanawianiem/znoszeniem formy ochrony powoduje utratę zasobu dziedzictwa;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
336;Nieudostępnienie terenu przez prywatnych właściceli gruntów skutkuje brakiem możliwości konserwacji;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
337;Opóźnienia w przepływie dokumentów mogą skutkować niezachowaniem terminów;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
338;Zagrożenie zdrowia i życia pracownika w wyniku wypadku w trakcie wykonywania czynności służbowych poza miejscem pracy;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
339;Zagrożenie zdrowia i życia pracownika z powodu wykonywania czynności służbowych poza miejscem pracy na terenach zieleni związane z zachorowaniem np. na boreliozę, odkleszczowe zapalenie mózgu;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
340;Z powodu awarii systemu nastąpi utrata danych, co może skutkować dodatkowym obciążeniem pracowników oraz opóźnieniami;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
341;Niewystarczająca liczba licencji systemu informacji przestrzennej miasta powoduje przedłużenie procesu realizacji zadania;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
342;Z powodu awarii sprzętu biurowego może wystąpić opóźnienie w przygotowywaniu dokumentów i rozpatrywaniu spraw;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
343;Z powodu braku dostępu do internetu w czasie pracy poza miejscem pracy, zwiększenie nakładu pracy, co może skutkować przedłużeniem czasu realizacji;2017-12-04;2018-12-04;2017-12-04;14;40;true;null
344;Wzrost liczby spraw powyżej X* przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczenie terminów;2017-12-04;2018-12-04;2017-12-04;14;41;true;null
345;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek i nieterminową realizacją zadań;2017-12-04;2018-12-04;2017-12-04;14;41;true;null
346;Długotrwała nieobecność pracownika może skutkować błędami i/lub przekroczeniem terminu;2017-12-04;2018-12-04;2017-12-04;14;41;true;null
347;Brak płynnego uzupełnienia luk kadrowych wśród wykwalifikowanych pracowników w przypadku długotrwałej nieobecności pracownika skutkujący  opóźnieniem w realizacji zadania;2017-12-04;2018-12-04;2017-12-04;14;41;true;null
348;Niezapewnienie przez pracodawcę warunków pracy zgodnych ze standardami (np. temperatura pomieszczeń) spowoduje spadek koncentracji, co może skutkować wzrostem liczby pomyłek;2017-12-04;2018-12-04;2017-12-04;14;41;true;null
349;Braki we wnioskach uniemożliwiają merytoryczną ocenę wniosku i skutkują nieudzieleniem dotacji;2017-12-04;2018-12-04;2017-12-04;14;42;true;null
350;Zamierzone niedopełnienie obowiązków lub przekroczenie uprawnień spowodowane propozycją korupcyjną;2017-12-04;2018-12-04;2017-12-04;14;42;true;null
351;Odstąpienie wnioskodawcy od realizacji inwestycji skutkuje pozostawieniem azbestu w środowisku, co powoduje zagrożenie życia i zdrowia mieszkańców;2017-12-04;2018-12-04;2017-12-04;14;42;true;null
352;Przedstawienie rozliczenia niezgodnego z zapisami umowy o dotację, w tym po terminie skutkuje niewypłaceniem dotacji;2017-12-04;2018-12-04;2017-12-04;14;42;true;null
353;Braki we wnioskach uniemożliwiają merytoryczną ocenę wniosku i skutkują nieudzieleniem dotacji;2017-12-04;2018-12-04;2017-12-04;14;43;true;null
354;Zamierzone niedopełnienie obowiązków lub przekroczenie uprawnień spowodowane propozycją korupcyjną;2017-12-04;2018-12-04;2017-12-04;14;43;true;null
355;Opóźnienie w realizacji przez MPWiK budowy kolektorów sanitarnych uniemożliwi budowę przyłączy kanalizacyjnych przez wnioskodawców i likwidację szamb;2017-12-04;2018-12-04;2017-12-04;14;43;true;null
356;Przedstawienie rozliczenia niezgodnego z zapisami umowy o dotację, w tym po terminie skutkuje niewypłaceniem dotacji;2017-12-04;2018-12-04;2017-12-04;14;43;true;null
357;Braki we wnioskach uniemożliwiają merytoryczną ocenę wniosku i skutkują nieudzieleniem dotacji.;2017-12-04;2018-12-04;2017-12-04;14;44;true;null
358;Zamierzone niedopełnienie obowiązków lub przekroczenie uprawnień spowodowane propozycją korupcyjną;2017-12-04;2018-12-04;2017-12-04;14;44;true;null
359;Odstąpienie wnioskodawcy od realizacji inwestycji nie wpłynie na zmniejszenie emisji zanieczyszczeń do powietrza;2017-12-04;2018-12-04;2017-12-04;14;44;true;null
360;Przedstawienie rozliczenia niezgodnego z zapisami umowy o dotację, w tym po terminie skutkuje niewypłaceniem dotacji;2017-12-04;2018-12-04;2017-12-04;14;44;true;null
361;Wzrost liczby spraw powyżej X* przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczenie terminów;2017-12-04;2018-12-04;2017-12-04;14;44;true;null
362;Wzrost liczby spraw powyżej X* przypadających na jednego pracownika spowoduje istotne zwiększenie liczby popełnianych błędów i/lub przekroczenie terminów;2017-12-04;2018-12-04;2017-12-04;14;45;true;null
363;Z powodu niskiej jakości (sposobu i czasu) obsługi, wystąpi niezadowolenie mieszkańców, co może skutkować utratą dobrego wizerunku Urzędu;2017-12-04;2018-12-04;2017-12-04;14;45;true;null
364;Z powodu złego stanu technicznego sprzętu informatycznego może wystąpić awaria skutkująca utratą danych i/lub opóźnieniem wykonania czynności;2017-12-04;2018-12-04;2017-12-04;14;45;true;null
365;Z powodu awarii sprzętu biurowego może wystąpić opóźnienie w przygotowywaniu dokumentów i rozpatrywaniu spraw;2017-12-04;2018-12-04;2017-12-04;14;45;true;null
366;Absencja pracownika spowoduje wzrost obciążenia pracą pozostałych pracowników, co może skutkować wzrostem liczby pomyłek i nieterminową realizacją zadań;2017-12-04;2018-12-04;2017-12-04;14;45;true;null
367;Wykorzystanie środków niezgodnie z umową lub/i pobranie w nadmiernej wysokości/konieczność zwrotu dotacji przez zleceniobiorcę;2017-12-04;2018-12-04;2017-12-04;14;46;true;null
